Id,SalePrice
1461,117193.482494
1462,154852.291577
1463,180464.130458
1464,199365.27663
1465,194719.17635
1466,171098.90995
1467,180505.010876
1468,162582.367766
1469,192126.05772
1470,118892.711703
1471,179164.227282
1472,100824.69489
1473,96841.8640176
1474,141098.519402
1475,116282.49044
1476,359989.5767
1477,243222.392821
1478,285438.377338
1479,280820.782749
1480,536711.182808
1481,320683.866218
1482,207810.548723
1483,172807.85469
1484,164349.671708
1485,185541.127395
1486,192647.577126
1487,333494.310722
1488,231702.137951
1489,191024.310403
1490,241825.729061
1491,188649.461122
1492,86655.037466
1493,183596.740347
1494,282741.778918
1495,281370.106767
1496,238790.436085
1497,179440.135528
1498,175487.835287
1499,163452.527959
1500,156152.901157
1501,173331.562476
1502,147649.472721
1503,291849.76298
1504,243447.731437
1505,228792.238737
1506,188816.141681
1507,258884.079937
1508,195892.315828
1509,156696.95431
1510,144691.882578
1511,158297.987395
1512,177052.515186
1513,146409.280977
1514,152310.922187
1515,198960.544211
1516,151056.820864
1517,174459.936748
1518,132943.399892
1519,214573.051962
1520,125603.911879
1521,129829.970598
1522,175126.146401
1523,114380.411263
1524,122649.101118
1525,119028.633414
1526,108754.062188
1527,105257.005893
1528,137597.349992
1529,148834.026281
1530,198378.873402
1531,106390.875368
1532,93609.6278529
1533,149305.785963
1534,123878.114718
1535,144197.635288
1536,107437.184395
1537,56505.3530059
1538,143986.713384
1539,187326.038319
1540,86787.9427344
1541,139856.176863
1542,140679.347588
1543,187777.877154
1544,86394.2298804
1545,115306.642102
1546,134016.735056
1547,133245.275526
1548,138180.713863
1549,120464.176241
1550,132175.0049
1551,103634.917668
1552,134756.337312
1553,139350.111259
1554,124280.039487
1555,161636.378588
1556,84892.1834987
1557,105106.593811
1558,104254.115354
1559,70731.1824282
1560,126168.467446
1561,118157.85935
1562,131534.219876
1563,121678.152946
1564,156622.55062
1565,144133.695513
1566,235341.689112
1567,78123.1780155
1568,234131.063316
1569,129302.979283
1570,136590.824051
1571,117550.58773
1572,143525.593263
1573,242649.433806
1574,118868.41206
1575,233942.454586
1576,243612.293631
1577,181486.335398
1578,142461.926065
1579,143200.951031
1580,193134.89888
1581,155026.111303
1582,125315.663016
1583,302872.281666
1584,219700.962164
1585,137198.242503
1586,74680.3855719
1587,105725.797387
1588,156123.591154
1589,96092.5552855
1590,136914.836101
1591,94725.3173509
1592,114018.303955
1593,120298.672662
1594,130491.601807
1595,104554.184077
1596,217197.816771
1597,190861.374939
1598,217475.25274
1599,170575.246399
1600,159179.259491
1601,69246.0552999
1602,114584.495348
1603,68954.1539765
1604,268220.566971
1605,235549.065707
1606,167041.588054
1607,181896.939446
1608,209986.339814
1609,179582.14461
1610,149118.582394
1611,132284.445515
1612,169041.50963
1613,165479.069418
1614,123842.152782
1615,91662.2757284
1616,78615.5739261
1617,94076.382002
1618,133859.39187
1619,141404.576249
1620,164792.547212
1621,133547.112759
1622,141708.983246
1623,257593.997328
1624,208062.392264
1625,117492.803257
1626,167366.793083
1627,194192.172468
1628,279864.425813
1629,180102.991621
1630,376610.075177
1631,222201.628569
1632,236784.58155
1633,176007.484522
1634,186926.958847
1635,171640.561619
1636,153051.493823
1637,200697.278502
1638,178867.816797
1639,185093.075453
1640,253474.565457
1641,180443.03069
1642,238093.14313
1643,221678.92357
1644,237067.978745
1645,216093.178676
1646,155657.069135
1647,155930.663139
1648,130043.573645
1649,140568.370641
1650,114724.714684
1651,121584.767743
1652,100851.856846
1653,103087.784947
1654,140448.808638
1655,135492.215737
1656,135913.572214
1657,142597.962209
1658,141755.621656
1659,126416.259453
1660,154901.695723
1661,460263.115219
1662,411191.71831
1663,376089.47259
1664,574099.901232
1665,301573.436538
1666,321781.797669
1667,388336.908017
1668,338883.280809
1669,297420.163288
1670,338261.816349
1671,265014.708275
1672,448027.822978
1673,286118.056904
1674,239877.147514
1675,198005.170289
1676,195741.999293
1677,215259.712245
1678,495226.099699
1679,400959.106756
1680,326277.988937
1681,239794.684512
1682,309782.437072
1683,191224.898841
1684,174545.33218
1685,170646.550113
1686,170676.379272
1687,172049.063344
1688,188310.952878
1689,190311.636725
1690,193533.462752
1691,182994.767697
1692,251483.541079
1693,168098.081064
1694,182995.412121
1695,170214.287892
1696,280114.809929
1697,176269.529761
1698,345354.699888
1699,319115.371623
1700,252611.182625
1701,263006.373009
1702,242336.177909
1703,240601.806808
1704,280995.152732
1705,234621.624565
1706,475013.726405
1707,207533.252992
1708,198639.819565
1709,256782.62178
1710,222833.742159
1711,266787.198303
1712,259259.859715
1713,279940.966986
1714,228796.124018
1715,205460.507454
1716,184365.055035
1717,174956.153575
1718,137302.90707
1719,207949.231644
1720,238172.084328
1721,159724.867543
1722,122967.094647
1723,153580.479608
1724,204670.644197
1725,238944.406782
1726,184517.636197
1727,151683.978236
1728,171762.49882
1729,163897.469435
1730,158047.079918
1731,116630.960834
1732,133265.903726
1733,114622.010999
1734,120053.0498
1735,123995.768079
1736,109627.638538
1737,310924.326216
1738,244534.597061
1739,256769.569238
1740,230799.619132
1741,200231.512699
1742,169634.483487
1743,172402.071829
1744,348223.067351
1745,210193.904175
1746,191621.367786
1747,212762.568624
1748,237751.082075
1749,140060.204715
1750,123738.681927
1751,247545.746032
1752,118983.459868
1753,150626.816598
1754,194525.430113
1755,158686.636873
1756,130683.01748
1757,122931.907151
1758,143405.332807
1759,157825.825016
1760,160948.847234
1761,142873.23922
1762,180735.956433
1763,180681.851488
1764,114830.551258
1765,171638.56895
1766,196749.269228
1767,229573.550089
1768,141185.686571
1769,169586.751408
1770,153491.788306
1771,116087.735277
1772,130820.881412
1773,124719.05734
1774,145309.317417
1775,143515.494599
1776,124961.101813
1777,106630.942532
1778,141755.534623
1779,122848.124561
1780,169939.648458
1781,122930.086625
1782,95021.9769512
1783,137822.816015
1784,112948.742898
1785,116543.752107
1786,147392.340515
1787,166946.92236
1788,66290.0389514
1789,94371.9777172
1790,81839.5390333
1791,201285.100855
1792,158200.517961
1793,125852.228835
1794,155103.93736
1795,136262.26203
1796,126386.008332
1797,113619.236711
1798,120686.009517
1799,110928.452853
1800,121978.630068
1801,129721.097898
1802,134036.052214
1803,150131.378798
1804,136217.100592
1805,135561.874911
1806,126855.182693
1807,126253.837513
1808,114815.576772
1809,121100.89073
