Id,SalePrice
1461,130964.880901
1462,168167.585023
1463,131182.511039
1464,163257.524176
1465,247371.755836
1466,161077.630582
1467,163223.325011
1468,159309.0534
1469,203336.090678
1470,100214.866661
1471,197359.653531
1472,152079.681707
1473,120620.199748
1474,154801.60894
1475,195176.09376
1476,329279.030451
1477,261208.878702
1478,326249.177149
1479,263454.448507
1480,332575.899313
1481,262596.726003
1482,251033.767452
1483,170813.170871
1484,193772.474635
1485,207772.461849
1486,201102.140692
1487,269550.500766
1488,254271.71025
1489,201990.527438
1490,161568.036131
1491,205800.921934
1492,127580.407201
1493,169500.835095
1494,261678.511692
1495,258071.523766
1496,195969.677358
1497,194190.614939
1498,193788.540293
1499,192892.244145
1500,152990.200647
1501,153451.743006
1502,192704.429457
1503,261154.744545
1504,251462.520185
1505,200302.058974
1506,163797.563777
1507,161960.316383
1508,171218.434242
1509,162831.724595
1510,127404.241581
1511,127668.581337
1512,129219.456447
1513,161746.735361
1514,132455.393518
1515,131027.940667
1516,171799.853262
1517,169390.033832
1518,126236.295107
1519,200574.865286
1520,126047.180248
1521,128398.34706
1522,161113.246194
1523,100202.404744
1524,132142.497384
1525,130308.726214
1526,130962.459253
1527,102620.441233
1528,165553.453803
1529,127406.597433
1530,165243.005098
1531,97753.0700676
1532,126370.112725
1533,127527.842817
1534,162009.953165
1535,132967.636001
1536,127939.370804
1537,61050.117888
1538,269620.728766
1539,268505.376931
1540,123512.425193
1541,166158.848056
1542,125827.637201
1543,205528.608261
1544,100586.216166
1545,161005.703076
1546,158831.733393
1547,126289.225164
1548,161005.703076
1549,127911.686353
1550,124480.7672
1551,156817.07523
1552,100003.224699
1553,171178.254043
1554,159936.585853
1555,132487.722695
1556,124874.113878
1557,125944.744106
1558,156688.200139
1559,93640.1864055
1560,127742.123533
1561,99138.9548835
1562,129297.75422
1563,125857.479166
1564,125503.209124
1565,128844.438287
1566,223709.916424
1567,99450.182789
1568,169154.933788
1569,84136.0206108
1570,167217.189075
1571,102255.481521
1572,130847.918631
1573,213867.610241
1574,125365.112602
1575,205886.250761
1576,168239.258935
1577,199418.342852
1578,172764.393663
1579,128735.883324
1580,202160.853485
1581,137980.773891
1582,127270.233886
1583,256746.613853
1584,202213.93519
1585,155002.082079
1586,80782.2915245
1587,128473.484452
1588,129544.830328
1589,102591.126618
1590,159166.777483
1591,98846.4751886
1592,124981.16464
1593,160919.321509
1594,100747.796149
1595,122514.939655
1596,206512.615775
1597,134614.17157
1598,220054.396106
1599,248862.559233
1600,245502.30771
1601,62934.926659
1602,160123.404449
1603,103199.186223
1604,245339.531854
1605,257921.796619
1606,165083.252366
1607,164178.609089
1608,205766.800306
1609,202812.766231
1610,127582.170087
1611,132521.594634
1612,127857.478784
1613,129422.561482
1614,122875.804413
1615,98166.8286551
1616,94520.2832401
1617,97118.7262472
1618,128543.337165
1619,133922.778289
1620,120717.716687
1621,128176.766515
1622,128237.884512
1623,255866.53234
1624,164406.759579
1625,164460.15392
1626,161300.357395
1627,161276.956617
1628,259247.397543
1629,200856.369126
1630,251318.36375
1631,251464.257514
1632,252566.398533
1633,201583.44436
1634,158319.357729
1635,159751.024384
1636,158046.141676
1637,131216.662492
1638,210543.552036
1639,164332.577517
1640,212158.048213
1641,162292.989652
1642,198922.967014
1643,251672.824105
1644,253365.100501
1645,130710.58099
1646,163440.350393
1647,204567.620594
1648,125855.740111
1649,129933.556572
1650,100635.098529
1651,103404.73178
1652,152079.681707
1653,154161.234369
1654,152740.954301
1655,192540.740461
1656,152784.22641
1657,152800.060732
1658,152800.060732
1659,194938.911356
1660,131923.569572
1661,332477.111831
1662,328125.383086
1663,328125.383086
1664,417561.675082
1665,326379.936161
1666,268504.067911
1667,280706.83771
1668,323660.62277
1669,324791.840696
1670,330774.782604
1671,207167.574252
1672,334821.429919
1673,261893.740676
1674,255453.213194
1675,157668.788327
1676,155739.532004
1677,203520.205818
1678,420872.14739
1679,265537.63897
1680,317071.655887
1681,315067.041702
1682,268318.625935
1683,194143.663278
1684,204395.266779
1685,159878.000261
1686,193744.362937
1687,202296.379142
1688,200279.918415
1689,203264.457317
1690,201641.946851
1691,200542.995655
1692,261223.316372
1693,202716.105948
1694,159343.177079
1695,199956.392223
1696,211532.569829
1697,202830.529293
1698,260914.884873
1699,257387.765583
1700,201809.190394
1701,259068.348674
1702,258178.524941
1703,256422.208142
1704,256287.602765
1705,254538.8736
1706,325366.799047
1707,200292.372179
1708,201189.691257
1709,328706.242596
1710,251672.824105
1711,257126.494161
1712,252761.908464
1713,203967.835637
1714,201323.17494
1715,200477.886503
1716,205307.671107
1717,199611.321999
1718,158319.357729
1719,203972.063245
1720,256307.080748
1721,207445.431533
1722,130497.313728
1723,129937.728384
1724,199374.259535
1725,205193.267975
1726,160711.554553
1727,157964.268839
1728,201842.655745
1729,165830.852697
1730,163528.08525
1731,127536.342973
1732,128169.395715
1733,126946.471494
1734,127154.504277
1735,131059.335435
1736,126980.397445
1737,277383.256667
1738,214410.614976
1739,193340.540714
1740,154355.545996
1741,154768.803853
1742,153470.827407
1743,194530.346244
1744,279278.658914
1745,210833.691566
1746,255350.869864
1747,209791.40629
1748,165975.274284
1749,127404.241581
1750,159968.601217
1751,214199.367455
1752,126962.852829
1753,127404.241581
1754,202528.520464
1755,168476.133532
1756,102293.409333
1757,129588.403469
1758,100944.500305
1759,132670.620793
1760,128925.180981
1761,128198.907351
1762,128587.148393
1763,164954.790512
1764,127552.204342
1765,160966.382532
1766,163930.021118
1767,173314.326381
1768,130158.174099
1769,209144.514002
1770,166904.027351
1771,126658.24743
1772,126658.24743
1773,101609.221413
1774,125581.551857
1775,163390.308366
1776,130495.510562
1777,128152.572205
1778,130910.017636
1779,127345.280509
1780,210742.457984
1781,129148.055318
1782,77891.4124928
1783,132005.624964
1784,104203.422212
1785,131486.801478
1786,101616.241707
1787,210329.87413
1788,61748.7817716
1789,132005.624964
1790,80813.1743269
1791,160711.913845
1792,165680.833338
1793,160558.009873
1794,167756.827108
1795,163795.30048
1796,162158.131494
1797,158937.469091
1798,127155.977003
1799,128762.882558
1800,126003.645572
1801,104698.69921
1802,163318.078394
1803,158395.942827
1804,130017.967253
1805,160970.471107
1806,161058.745521
1807,161419.64267
1808,138381.737828
1809,132982.956777
1810,126329.367286
1811,101045.449916
1812,127875.147026
1813,127699.767961
1814,100889.891216
1815,61136.372228
1816,131721.089805
1817,99684.7562307
1818,163697.642302
1819,158358.031663
1820,94150.3003155
1821,158174.68723
1822,165197.345692
1823,77884.2271111
1824,159508.038332
1825,126785.504588
1826,124274.533002
1827,126079.994793
1828,126079.994793
1829,126557.65484
1830,161146.282718
1831,211437.639507
1832,115282.861375
1833,157638.290496
1834,160755.614727
1835,197351.472504
1836,157912.630445
1837,99337.8062099
1838,165883.563468
1839,102845.688552
1840,128464.895888
1841,128240.542478
1842,124141.219101
1843,130967.595388
1844,158882.574636
1845,132613.183753
1846,167098.98447
1847,132781.873152
1848,60774.0513616
1849,105351.485595
1850,127378.717767
1851,164775.593829
1852,127235.066991
1853,122768.311635
1854,206978.266787
1855,171713.612134
1856,203876.258993
1857,147027.985987
1858,125151.665601
1859,125151.665601
1860,125170.689499
1861,125142.154736
1862,205708.522278
1863,200217.661213
1864,200268.849053
1865,324928.750218
1866,324666.204054
1867,254607.467332
1868,258585.534167
1869,198596.144423
1870,256631.340809
1871,258984.238429
1872,162919.861196
1873,212707.907229
1874,131057.8175
1875,209868.708917
1876,159692.539019
1877,204128.546329
1878,204731.632779
1879,133411.763024
1880,128540.672924
1881,205437.249429
1882,260219.997552
1883,201341.257662
1884,204850.482305
1885,266434.417966
1886,261026.671733
1887,201342.648708
1888,256411.578832
1889,162271.68708
1890,103200.842932
1891,154190.338933
1892,98846.4751886
1893,129326.027789
1894,128576.775578
1895,129326.027789
1896,127915.507275
1897,122850.888351
1898,158510.535572
1899,166137.814451
1900,207425.409402
1901,132840.301027
1902,130173.435891
1903,203247.15169
1904,128702.691264
1905,167092.838684
1906,136456.669424
1907,169644.143867
1908,154217.693963
1909,153956.874514
1910,154088.825915
1911,167402.510692
1912,225994.051278
1913,128312.041508
1914,102857.747798
1915,245393.778477
1916,68213.8181319
1917,256278.749626
1918,163000.559613
